Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate
2018,Ryan Switzer,WR,24,68,181,21,6,0,36,253,1,44,142,274,1,Steelers,PIT,428,360,6453,689,5008,35,345,1445,16,378,26,73.47%,0.066326,7.268505,4.188406,0.025145
2019,Ryan Switzer,WR,25,68,185,0,0,0,8,27,0,11,18,27,0,Steelers,PIT,289,303,4428,510,2981,18,396,1447,7,265,30,35.00%,0.065266,5.845098,3.65404,0.033113
2019,Ryquell Armstead,RB,23,71,220,108,35,0,14,144,2,24,114,252,2,Jaguars,JAX,300,397,5468,589,3760,24,389,1708,3,298,20,40.43%,0.054865,6.383701,4.390746,0.02045
2021,Ryquell Armstead,RB,25,71,220,80,15,0,3,16,0,4,20,96,0,Jaguars,JAX,253,457,5191,604,3436,12,392,1755,13,304,29,51.28%,0.048738,5.688742,4.477041,0.029116
2020,Salvon Ahmed,RB,22,71,196,319,75,3,11,61,0,14,77,380,3,Dolphins,MIA,404,338,5424,559,3736,24,428,1688,15,345,20,58.33%,0.074484,6.683363,3.943925,0.020263
2021,Salvon Ahmed,RB,23,71,196,149,54,0,12,117,0,19,123,266,0,Dolphins,MIA,341,373,5219,615,3651,21,442,1568,12,325,26,61.22%,0.065338,5.936585,3.547511,0.024598
2022,Salvon Ahmed,RB,24,71,196,64,12,1,1,8,0,1,7,72,1,Dolphins,MIA,397,399,6197,584,4511,30,390,1686,12,342,21,59.26%,0.064063,7.724315,4.323077,0.021561
2023,Salvon Ahmed,RB,25,71,196,61,22,1,16,88,1,23,109,149,2,Dolphins,MIA,496,391,6822,566,4514,30,456,2308,27,360,25,65.52%,0.072706,7.975265,5.061404,0.024462
2017,Samaje Perine,RB,22,70,236,603,175,1,22,182,1,24,204,785,2,Commanders,WAS,342,388,5199,540,3751,27,401,1448,10,278,27,54.35%,0.065782,6.82,3.610973,0.028693
2018,Samaje Perine,RB,23,71,236,32,8,0,3,5,0,4,7,37,0,Commanders,WAS,281,359,4795,509,3021,16,414,1774,12,280,19,52.50%,0.058603,5.492727,4.285024,0.020585
2019,Samaje Perine,RB,24,71,240,16,5,0,0,0,0,0,0,16,0,Dolphins,MIA,306,494,4960,615,3804,22,349,1156,10,315,26,56.25%,0.061694,6.185366,3.312321,0.026971
2020,Samaje Perine,RB,25,71,240,301,63,3,11,66,0,12,92,367,3,Bengals,CIN,311,424,5116,581,3448,19,411,1668,13,318,24,50.00%,0.06079,5.934596,4.058394,0.024194
2021,Samaje Perine,RB,26,71,240,246,55,1,27,196,1,31,198,442,2,Bengals,CIN,460,376,6145,555,4403,36,436,1742,16,337,21,54.55%,0.074858,7.933333,3.995413,0.021191
2022,Samaje Perine,RB,27,71,240,394,95,2,38,287,4,51,321,681,6,Bengals,CIN,418,322,5768,610,4240,35,399,1528,14,357,18,63.64%,0.072469,6.95082,3.829574,0.017839
2023,Samaje Perine,RB,28,70,240,238,53,1,50,455,0,56,462,693,1,Broncos,DEN,357,413,5072,513,3262,28,451,1810,8,301,22,50.85%,0.070386,6.358674,4.013304,0.022822
2015,Sammie Coates,WR,22,73,212,0,0,0,1,11,0,2,4,11,0,Steelers,PIT,423,319,6327,590,4603,26,388,1724,16,331,28,57.14%,0.066856,7.801695,4.443299,0.02863
2016,Sammie Coates,WR,23,73,212,14,4,0,21,435,2,49,126,449,2,Steelers,PIT,399,327,5962,596,4202,33,409,1760,13,336,18,54.24%,0.066924,7.050336,4.303178,0.01791
2017,Sammie Coates,WR,24,73,212,0,0,0,6,70,0,11,20,70,0,Browns,CLE,234,410,4942,574,3228,15,384,1714,11,290,41,48.72%,0.047349,5.623693,4.463542,0.042797
2018,Sammie Coates,WR,25,73,210,0,0,0,1,12,0,2,6,12,0,Texans,HOU,402,316,5802,506,3781,26,472,2021,12,333,16,50.00%,0.069286,7.472332,4.28178,0.01636
2015,Sammy Watkins,WR,22,73,211,1,1,0,60,1047,9,95,185,1048,9,Bills,BUF,379,359,5775,465,3343,23,509,2432,19,297,19,50.00%,0.065628,7.189247,4.777996,0.019507
2016,Sammy Watkins,WR,23,73,211,0,0,0,28,430,2,52,43,430,2,Bills,BUF,399,378,5666,474,3036,17,492,2630,29,328,12,64.81%,0.07042,6.405063,5.345528,0.012422
2017,Sammy Watkins,WR,24,73,211,0,0,0,39,593,8,70,195,593,8,Rams,LA,478,329,5784,518,3831,28,454,1953,17,311,21,53.42%,0.082642,7.395753,4.301762,0.021605
2018,Sammy Watkins,WR,25,73,211,52,5,0,40,519,3,55,246,571,3,Chiefs,KC,565,421,6810,583,4955,50,387,1855,16,384,18,73.08%,0.082966,8.499142,4.793282,0.018557
2019,Sammy Watkins,WR,26,73,211,12,2,0,52,673,3,90,302,685,3,Chiefs,KC,451,308,6067,576,4498,30,375,1569,16,350,15,60.00%,0.074337,7.809028,4.184,0.015773
2020,Sammy Watkins,WR,27,73,211,3,1,0,37,421,2,55,158,424,2,Chiefs,KC,473,362,6653,630,4854,40,403,1799,13,397,16,58.90%,0.071096,7.704762,4.46402,0.015489
2021,Sammy Watkins,WR,28,73,211,0,0,0,27,394,1,49,107,394,1,Ravens,BAL,387,392,6440,611,3961,21,517,2479,18,394,26,60.71%,0.060093,6.482815,4.794971,0.02305
2022,Sammy Watkins,WR,29,73,211,0,0,0,16,325,0,27,126,325,0,Ravens,BAL,350,315,5760,488,3040,19,526,2720,14,337,21,44.44%,0.060764,6.229508,5.171103,0.02071
2022,Samori Toure,WR,24,73,190,0,0,0,5,82,1,10,11,82,1,Packers,GB,370,371,5745,563,3632,27,456,2113,12,334,22,51.85%,0.064404,6.451155,4.633772,0.02159
2023,Samori Toure,WR,25,73,190,0,0,0,8,78,0,18,18,78,0,Packers,GB,383,350,5873,581,3968,32,441,1905,10,338,18,53.42%,0.065214,6.829604,4.319728,0.017613
2018,Saquon Barkley,RB,21,72,223,1307,261,11,91,721,4,121,802,2028,15,Giants,NYG,369,412,5697,583,4047,23,354,1650,13,297,19,50.00%,0.064771,6.941681,4.661017,0.020277
2019,Saquon Barkley,RB,22,72,233,1003,217,6,52,438,2,73,441,1441,8,Giants,NYG,341,451,5416,607,3731,30,362,1685,11,311,33,57.14%,0.062962,6.146623,4.654696,0.034056
2020,Saquon Barkley,RB,23,72,233,34,19,0,6,60,0,9,55,94,0,Giants,NYG,280,357,4794,517,3026,12,399,1768,13,297,22,46.34%,0.058406,5.852998,4.431078,0.024017
2021,Saquon Barkley,RB,24,72,233,593,162,2,41,263,2,57,298,856,4,Giants,NYG,258,416,4884,593,3196,15,419,1688,8,299,30,44.74%,0.052826,5.389545,4.02864,0.029644
2022,Saquon Barkley,RB,25,72,233,1312,295,10,57,338,0,76,434,1650,10,Giants,NYG,365,371,5676,520,3157,17,520,2519,21,352,16,64.81%,0.064306,6.071154,4.844231,0.015385
2023,Saquon Barkley,RB,26,72,233,962,247,6,41,280,4,60,226,1242,10,Giants,NYG,266,407,4760,518,2886,15,454,1874,10,267,19,44.19%,0.055882,5.571429,4.127753,0.019547
2015,Scott Chandler,TE,30,79,260,0,0,0,23,259,4,42,77,259,4,Patriots,NE,465,315,5991,629,4587,36,383,1404,14,347,14,65.22%,0.077616,7.292528,3.665796,0.013834
2019,Scott Miller,WR,22,69,174,16,2,0,13,200,1,26,38,216,1,Buccaneers,TB,458,449,6366,630,4845,33,409,1521,15,353,41,64.81%,0.071945,7.690476,3.718826,0.039461
2020,Scott Miller,WR,23,69,174,14,3,0,33,501,3,53,116,515,3,Buccaneers,TB,492,355,6145,626,4626,42,369,1519,16,364,17,64.56%,0.080065,7.389776,4.116531,0.017085
2021,Scott Miller,WR,24,69,174,43,2,1,5,38,0,9,9,81,1,Buccaneers,TB,511,353,6901,731,5229,43,385,1672,18,404,19,65.79%,0.074047,7.153215,4.342857,0.017025
2022,Scott Miller,WR,25,69,174,8,1,0,23,185,0,40,33,193,0,Buccaneers,TB,313,358,5894,751,4586,26,386,1308,5,346,22,50.94%,0.053105,6.106525,3.388601,0.019349
2023,Scott Miller,WR,26,69,174,0,0,0,11,161,2,16,80,161,2,Falcons,ATL,321,373,5683,530,3524,17,522,2159,14,326,28,46.81%,0.056484,6.649057,4.136015,0.026616
2015,Scott Simonson,TE,23,77,250,0,0,0,1,10,0,1,9,10,0,Panthers,CAR,500,308,5871,501,3589,35,526,2282,19,357,19,69.44%,0.085164,7.163673,4.338403,0.0185
2018,Scott Simonson,TE,26,77,255,0,0,0,9,86,1,14,36,86,1,Giants,NYG,369,412,5697,583,4047,23,354,1650,13,297,19,50.00%,0.064771,6.941681,4.661017,0.020277
2019,Scott Simonson,TE,27,77,255,0,0,0,2,11,0,2,3,11,0,Giants,NYG,341,451,5416,607,3731,30,362,1685,11,311,33,57.14%,0.062962,6.146623,4.654696,0.034056
2021,Sean McKeon,TE,24,77,246,0,0,0,4,27,1,6,10,27,1,Cowboys,DAL,530,358,6919,647,4800,40,473,2119,15,390,20,63.64%,0.076601,7.418856,4.479915,0.017857
2022,Sean McKeon,TE,25,77,246,0,0,0,2,11,0,3,7,11,0,Cowboys,DAL,467,342,6034,556,3736,28,531,2298,24,347,23,71.43%,0.077395,6.719424,4.327684,0.021159
2023,Sean McKeon,TE,26,77,246,0,0,0,0,0,0,2,0,0,0,Cowboys,DAL,509,315,6317,614,4397,36,468,1920,14,385,16,57.89%,0.080576,7.161238,4.102564,0.014787
2017,Senorise Perry,RB,26,72,210,30,8,0,1,3,0,1,0,33,0,Dolphins,MIA,281,393,4923,602,3535,24,360,1388,4,284,29,52.63%,0.057079,5.872093,3.855556,0.030146
2019,Senorise Perry,RB,27,72,210,3,3,0,1,1,0,1,1,4,0,Bills,BUF,314,259,5283,513,3229,21,465,2054,13,314,19,56.52%,0.059436,6.294347,4.417204,0.019427
2020,Senorise Perry,RB,28,72,210,9,2,0,0,0,0,0,0,9,0,Titans,TEN,491,439,6343,485,3653,33,521,2690,26,381,12,74.24%,0.077408,7.531959,5.163148,0.011928
2015,Seth Roberts,WR,24,74,195,0,0,0,32,480,5,55,139,480,5,Raiders,OAK,359,399,5336,605,3879,34,370,1457,7,300,24,60.98%,0.067279,6.41157,3.937838,0.024615
2016,Seth Roberts,WR,25,74,195,0,0,0,38,397,5,77,213,397,5,Raiders,OAK,416,385,5973,596,4051,29,434,1922,17,334,14,58.62%,0.069647,6.79698,4.428571,0.013592
2017,Seth Roberts,WR,26,74,195,0,0,0,43,455,1,65,113,455,1,Raiders,OAK,301,373,5185,558,3631,23,370,1554,13,287,28,58.82%,0.058052,6.507168,4.2,0.030172
2018,Seth Roberts,WR,27,74,195,5,3,0,45,494,2,64,222,499,2,Raiders,OAK,290,467,5379,556,3751,19,387,1628,9,300,24,53.49%,0.053913,6.746403,4.206718,0.025451
2019,Seth Roberts,WR,28,74,195,0,0,0,21,271,2,35,68,271,2,Ravens,BAL,531,282,6521,440,3225,37,596,3296,21,386,15,64.71%,0.081429,7.329545,5.530201,0.014479
2020,Seth Roberts,WR,29,74,195,0,0,0,4,31,0,6,21,31,0,Packers,GB,509,369,6224,526,4106,48,443,2118,16,358,11,76.81%,0.08178,7.806084,4.781038,0.011352
2015,Shane Vereen,RB,26,70,205,260,61,0,59,494,4,81,435,754,4,Giants,NYG,420,442,5952,623,4343,36,403,1609,5,331,21,44.44%,0.070565,6.971108,3.992556,0.020468
2016,Shane Vereen,RB,27,70,205,158,33,1,11,94,0,19,89,252,1,Giants,NYG,310,284,5291,598,3879,26,398,1412,6,289,27,51.11%,0.05859,6.486622,3.547739,0.027108
2017,Shane Vereen,RB,28,70,205,164,45,0,44,253,0,53,259,417,0,Giants,NYG,246,388,5028,608,3479,20,394,1549,6,271,22,48.72%,0.048926,5.722039,3.931472,0.021956
2021,Shane Zylstra,TE,25,76,215,0,0,0,3,34,0,7,6,34,0,Lions,DET,325,467,5484,593,3598,23,427,1886,12,329,23,46.67%,0.059263,6.067454,4.416862,0.022549
2022,Shane Zylstra,TE,26,76,215,0,0,0,11,60,4,15,13,60,4,Lions,DET,453,427,6460,588,4281,29,480,2179,23,376,15,66.18%,0.070124,7.280612,4.539583,0.014045
2015,Shaun Draughn,RB,28,71,205,273,78,1,27,176,0,35,183,449,1,Browns,CLV,278,432,5311,609,3782,20,380,1529,5,307,30,38.30%,0.052344,6.210181,4.023684,0.030334
2015,Shaun Draughn,RB,28,71,205,273,78,1,27,176,0,35,183,449,1,49ers,SF,238,387,4860,526,3316,16,390,1544,7,261,17,43.59%,0.048971,6.304183,3.958974,0.018559
2016,Shaun Draughn,RB,29,71,205,196,74,4,29,263,2,39,199,459,6,49ers,SF,309,480,4930,491,2911,21,458,2019,15,287,25,68.18%,0.062677,5.928717,4.408297,0.026344
2021,Shi Smith,WR,23,70,190,-3,1,0,6,104,0,11,71,101,0,Panthers,CAR,304,404,5081,599,3239,14,455,1842,17,322,29,53.19%,0.059831,5.407346,4.048352,0.027514
2022,Shi Smith,WR,24,70,190,0,0,0,22,296,2,41,97,296,2,Panthers,CAR,347,374,5206,457,2996,16,483,2210,16,281,21,56.52%,0.066654,6.555799,4.575569,0.02234
2022,Snoop Conner,RB,22,70,220,42,12,1,0,0,0,0,0,42,1,Jaguars,JAX,404,350,6075,596,3959,25,448,2116,16,352,22,55.38%,0.066502,6.642617,4.723214,0.021073
2018,Sony Michel,RB,23,71,215,931,209,6,7,50,0,11,53,981,6,Patriots,NE,436,325,6295,574,4258,29,478,2037,18,365,18,62.86%,0.069261,7.418118,4.261506,0.01711
2019,Sony Michel,RB,24,71,215,912,247,7,12,94,0,20,122,1006,7,Patriots,NE,420,225,5664,620,3961,25,447,1703,17,338,15,49.21%,0.074153,6.38871,3.809843,0.014058
2020,Sony Michel,RB,25,71,215,449,79,1,7,114,1,9,111,563,2,Patriots,NE,326,353,5236,440,2890,12,502,2346,20,332,19,54.17%,0.062261,6.568182,4.673307,0.02017
2021,Sony Michel,RB,26,71,215,845,208,4,21,128,1,33,120,973,5,Rams,LA,460,372,6325,607,4642,41,420,1683,10,355,23,59.09%,0.072727,7.647446,4.007143,0.022395
2022,Sony Michel,RB,27,71,215,106,36,0,9,53,0,13,46,159,0,Chargers,LAC,391,384,6108,711,4584,26,404,1524,15,352,19,54.55%,0.064014,6.447257,3.772277,0.01704
2015,Spencer Ware,RB,24,70,228,403,72,6,6,5,0,6,15,408,6,Chiefs,KC,405,287,5299,473,3255,20,436,2044,19,303,15,57.38%,0.07643,6.881607,4.688073,0.016502
2016,Spencer Ware,RB,25,70,229,921,214,3,33,447,2,42,395,1368,5,Chiefs,KC,389,311,5488,546,3740,19,412,1748,15,305,17,47.37%,0.070882,6.849817,4.242718,0.017745
2018,Spencer Ware,RB,27,70,229,246,51,2,20,224,0,23,254,470,2,Chiefs,KC,565,421,6810,583,4955,50,387,1855,16,384,18,73.08%,0.082966,8.499142,4.793282,0.018557
2019,Spencer Ware,RB,28,70,229,51,17,0,5,22,0,7,16,73,0,Chiefs,KC,451,308,6067,576,4498,30,375,1569,16,350,15,60.00%,0.074337,7.809028,4.184,0.015773
2015,Stedman Bailey,WR,25,70,194,0,0,0,12,182,1,23,70,182,1,Rams,SL,280,330,4761,473,2805,11,429,1956,16,241,21,52.78%,0.058811,5.930233,4.559441,0.023282
2015,Stefon Diggs,WR,22,72,191,13,3,0,52,720,4,85,303,733,4,Vikings,MIN,365,302,5139,454,2928,14,474,2211,18,297,17,47.73%,0.071025,6.449339,4.664557,0.018319
2016,Stefon Diggs,WR,23,72,191,10,3,0,84,903,3,111,320,913,3,Vikings,MIN,327,307,5041,588,3836,20,380,1205,9,303,16,46.00%,0.064868,6.52381,3.171053,0.016529
2017,Stefon Diggs,WR,24,72,191,13,8,0,64,849,8,95,301,862,8,Vikings,MIN,382,252,5710,527,3753,25,501,1957,15,334,14,55.56%,0.0669,7.121442,3.906188,0.013619
2018,Stefon Diggs,WR,25,72,191,62,10,0,102,1021,9,149,446,1083,9,Vikings,MIN,360,341,5529,606,4036,30,357,1493,9,310,20,54.00%,0.065111,6.660066,4.182073,0.020768
2019,Stefon Diggs,WR,26,72,191,61,5,0,63,1130,6,94,308,1191,6,Vikings,MIN,407,303,5656,466,3523,26,476,2133,19,314,20,60.66%,0.071959,7.560086,4.481092,0.021231
2020,Stefon Diggs,WR,27,72,191,1,1,0,127,1535,8,166,472,1536,8,Bills,BUF,501,375,6343,596,4620,40,411,1723,16,397,22,61.04%,0.078985,7.751678,4.192214,0.021847
2021,Stefon Diggs,WR,28,72,191,0,0,0,103,1225,10,164,326,1225,10,Bills,BUF,483,289,6493,655,4284,36,461,2209,20,398,22,66.28%,0.074388,6.540458,4.791757,0.019713
2022,Stefon Diggs,WR,29,72,191,-3,1,0,108,1429,11,154,419,1426,11,Bills,BUF,455,286,6361,574,4129,35,430,2232,15,367,27,60.00%,0.07153,7.19338,5.190698,0.026892
2023,Stefon Diggs,WR,30,72,191,5,1,0,107,1183,8,160,399,1188,8,Bills,BUF,451,311,6366,579,4154,29,512,2212,22,381,28,63.89%,0.070845,7.174439,4.320313,0.025665
2016,Stephen Anderson,TE,23,74,230,0,0,0,11,93,1,16,42,93,1,Texans,HOU,279,328,5035,583,3176,15,456,1859,8,305,24,44.00%,0.055412,5.447684,4.076754,0.023099
2017,Stephen Anderson,TE,24,75,230,0,0,0,25,342,1,54,103,342,1,Texans,HOU,338,436,5120,525,3278,28,448,1842,8,313,28,52.38%,0.066016,6.24381,4.111607,0.028777
2020,Stephen Anderson,TE,27,75,230,0,0,0,8,106,0,11,81,106,0,Chargers,LAC,384,426,6113,627,4329,31,466,1784,12,373,16,57.14%,0.062817,6.904306,3.828326,0.014639
2021,Stephen Anderson,TE,28,75,230,0,0,0,16,165,1,19,115,165,1,Chargers,LAC,474,459,6634,674,4800,38,423,1834,18,401,22,64.00%,0.07145,7.121662,4.335697,0.020055
2022,Stephen Anderson,TE,29,75,230,0,0,0,3,9,0,7,6,9,0,Cardinals,ARI,340,449,5499,664,3626,17,434,1873,15,326,25,56.82%,0.061829,5.460843,4.315668,0.022769
2019,Stephen Carlson,TE,23,76,240,0,0,0,5,51,1,7,23,51,1,Browns,CLE,335,393,5455,539,3554,22,393,1901,15,305,28,58.00%,0.061412,6.593692,4.83715,0.030043
2020,Stephen Carlson,TE,24,76,240,0,0,0,1,11,0,2,9,11,0,Browns,CLE,408,419,5913,501,3539,27,495,2374,21,355,16,73.33%,0.069001,7.063872,4.79596,0.016064
2016,Sterling Shepard,WR,23,70,194,31,3,0,65,683,8,105,266,714,8,Giants,NYG,310,284,5291,598,3879,26,398,1412,6,289,27,51.11%,0.05859,6.486622,3.547739,0.027108
2017,Sterling Shepard,WR,24,70,194,4,4,0,59,731,2,84,315,735,2,Giants,NYG,246,388,5028,608,3479,20,394,1549,6,271,22,48.72%,0.048926,5.722039,3.931472,0.021956
2018,Sterling Shepard,WR,25,70,194,33,3,0,66,872,4,107,323,905,4,Giants,NYG,369,412,5697,583,4047,23,354,1650,13,297,19,50.00%,0.064771,6.941681,4.661017,0.020277
2019,Sterling Shepard,WR,26,70,201,72,6,0,57,576,3,83,180,648,3,Giants,NYG,341,451,5416,607,3731,30,362,1685,11,311,33,57.14%,0.062962,6.146623,4.654696,0.034056
2020,Sterling Shepard,WR,27,70,201,49,6,1,66,656,3,90,210,705,4,Giants,NYG,280,357,4794,517,3026,12,399,1768,13,297,22,46.34%,0.058406,5.852998,4.431078,0.024017
2021,Sterling Shepard,WR,28,70,201,-9,1,0,36,366,1,53,111,357,1,Giants,NYG,258,416,4884,593,3196,15,419,1688,8,299,30,44.74%,0.052826,5.389545,4.02864,0.029644
2022,Sterling Shepard,WR,29,70,201,0,0,0,13,154,1,24,55,154,1,Giants,NYG,365,371,5676,520,3157,17,520,2519,21,352,16,64.81%,0.064306,6.071154,4.844231,0.015385
2023,Sterling Shepard,WR,30,70,201,6,1,0,10,57,1,22,33,63,1,Giants,NYG,266,407,4760,518,2886,15,454,1874,10,267,19,44.19%,0.055882,5.571429,4.127753,0.019547
2015,Stevan Ridley,RB,26,71,220,90,36,0,4,-2,0,5,12,88,0,Jets,NYJ,387,314,5925,604,4057,33,448,1868,11,329,24,66.04%,0.065316,6.716887,4.169643,0.022814
2016,Stevan Ridley,RB,27,71,220,7,3,0,0,0,0,0,0,7,0,Falcons,ATL,540,406,6653,537,4725,38,421,1928,20,379,11,64.56%,0.081166,8.798883,4.579572,0.011482
2017,Stevan Ridley,RB,28,71,220,108,26,1,0,0,0,0,0,108,1,Steelers,PIT,406,308,6047,590,4380,29,437,1667,12,348,20,53.03%,0.067141,7.423729,3.814645,0.019474
2018,Stevan Ridley,RB,29,71,220,80,29,1,3,18,0,4,13,98,1,Steelers,PIT,428,360,6453,689,5008,35,345,1445,16,378,26,73.47%,0.066326,7.268505,4.188406,0.025145
2015,Steve Johnson,WR,29,74,207,0,0,0,45,497,3,65,276,497,3,Chargers,SD,320,398,5949,667,4591,30,393,1358,4,344,24,63.64%,0.053791,6.883058,3.455471,0.022642
2015,Steven Jackson,RB,32,74,240,50,21,1,1,20,0,1,24,70,1,Patriots,NE,465,315,5991,629,4587,36,383,1404,14,347,14,65.22%,0.077616,7.292528,3.665796,0.013834
2019,Steven Sims,WR,22,70,176,85,9,1,34,310,4,56,167,395,5,Commanders,WAS,266,435,4395,479,2812,18,356,1583,9,248,21,48.78%,0.060523,5.112727,4.446629,0.02515
2020,Steven Sims,WR,23,70,176,18,1,0,27,265,1,37,127,283,1,Commanders,WAS,335,329,5076,601,3465,16,400,1611,18,322,27,58.82%,0.065997,6.3,4.0275,0.026973
2022,Steven Sims,WR,25,70,176,70,13,0,14,104,0,23,60,174,0,Steelers,PIT,308,346,5484,571,3411,12,500,2073,16,345,19,51.92%,0.056163,5.97373,4.146,0.01774
2023,Steven Sims,WR,26,70,176,1,1,0,3,25,0,3,27,26,0,Texans,HOU,377,353,5820,592,4173,27,444,1647,10,329,14,55.36%,0.064777,7.048986,3.709459,0.013514
2019,T.J. Hockenson,TE,22,77,247,0,0,0,32,367,2,59,202,367,2,Lions,DET,341,423,5549,571,3900,28,407,1649,7,313,23,59.52%,0.061453,6.830123,4.051597,0.023517
2020,T.J. Hockenson,TE,23,77,248,0,1,0,67,723,6,101,330,723,6,Lions,DET,377,519,5603,582,4104,27,367,1499,17,350,21,66.04%,0.067285,7.051546,4.084469,0.022129
2021,T.J. Hockenson,TE,24,77,248,0,0,0,61,583,4,85,199,583,4,Lions,DET,325,467,5484,593,3598,23,427,1886,12,329,23,46.67%,0.059263,6.067454,4.416862,0.022549
2022,T.J. Hockenson,TE,25,77,248,0,0,0,86,914,6,129,413,914,6,Vikings,MIN,424,427,6145,672,4484,30,404,1661,18,382,23,63.24%,0.068999,6.672619,4.111386,0.021375
2023,T.J. Hockenson,TE,26,77,248,0,0,0,95,960,5,127,336,960,5,Vikings,MIN,344,362,5912,631,4359,30,393,1553,7,340,34,47.06%,0.058187,6.908082,3.951654,0.033203
2015,T.J. Jones,WR,23,72,190,-3,1,0,10,132,1,18,46,129,1,Lions,DET,358,400,5547,632,4212,33,354,1335,7,337,24,69.39%,0.064539,6.664557,3.771186,0.024341
2016,T.J. Jones,WR,24,72,190,0,0,0,5,93,0,14,30,93,0,Lions,DET,346,358,5421,594,4111,24,350,1310,9,329,15,54.17%,0.063826,6.920875,3.742857,0.01589
2017,T.J. Jones,WR,25,72,190,0,0,0,30,399,1,49,83,399,1,Lions,DET,410,376,5404,570,4183,29,363,1221,10,296,22,56.52%,0.07587,7.338596,3.363636,0.02358
2018,T.J. Jones,WR,26,72,190,0,0,0,19,190,2,26,40,190,2,Lions,DET,324,360,5236,574,3576,22,404,1660,11,325,19,53.06%,0.061879,6.229965,4.108911,0.019427
2019,T.J. Jones,WR,27,72,190,0,0,0,3,38,1,4,20,38,1,Giants,NYG,341,451,5416,607,3731,30,362,1685,11,311,33,57.14%,0.062962,6.146623,4.654696,0.034056
2015,T.J. Yeldon,RB,22,73,225,740,182,2,36,279,1,46,297,1019,3,Jaguars,JAX,376,448,5581,607,4108,35,354,1473,5,313,28,53.70%,0.067371,6.76771,4.161017,0.029136
2016,T.J. Yeldon,RB,23,73,226,465,130,1,50,312,1,68,365,777,2,Jaguars,JAX,318,400,5359,626,3728,24,392,1631,8,321,29,60.00%,0.059339,5.955272,4.160714,0.028487
2017,T.J. Yeldon,RB,24,73,223,253,49,2,30,224,0,41,197,477,2,Jaguars,JAX,417,268,5855,527,3593,21,527,2262,18,332,23,68.97%,0.071221,6.817837,4.29222,0.021822
2018,T.J. Yeldon,RB,25,73,223,414,104,1,55,487,4,78,445,901,5,Jaguars,JAX,245,316,4832,536,3109,15,416,1723,7,277,29,44.12%,0.050704,5.800373,4.141827,0.030462
2019,T.J. Yeldon,RB,26,73,223,63,17,0,13,124,0,15,122,187,0,Bills,BUF,314,259,5283,513,3229,21,465,2054,13,314,19,56.52%,0.059436,6.294347,4.417204,0.019427
2020,T.J. Yeldon,RB,27,73,223,70,10,0,1,22,1,4,0,92,1,Bills,BUF,501,375,6343,596,4620,40,411,1723,16,397,22,61.04%,0.078985,7.751678,4.192214,0.021847
2015,T.Y. Hilton,WR,26,69,180,0,0,0,69,1124,5,135,394,1124,5,Colts,IND,333,408,5142,619,3704,26,396,1438,6,311,30,53.06%,0.064761,5.983845,3.631313,0.029557
2016,T.Y. Hilton,WR,27,69,180,0,0,0,91,1448,6,156,400,1448,6,Colts,IND,411,392,5830,584,4202,32,409,1628,13,351,22,66.04%,0.070497,7.195205,3.98044,0.022155
2017,T.Y. Hilton,WR,28,69,178,0,0,0,57,966,4,108,297,966,4,Colts,IND,263,404,4553,487,2892,13,451,1661,11,267,15,40.00%,0.057764,5.938398,3.682927,0.015991
2018,T.Y. Hilton,WR,29,70,178,0,0,0,76,1270,6,120,455,1270,6,Colts,IND,433,344,6179,644,4461,39,408,1718,13,371,24,67.14%,0.070076,6.927019,4.210784,0.022814
2019,T.Y. Hilton,WR,30,70,183,0,0,0,45,501,5,68,213,501,5,Colts,IND,361,373,5238,513,3108,22,471,2130,17,340,21,64.29%,0.068919,6.05848,4.522293,0.021341
2020,T.Y. Hilton,WR,31,70,183,0,0,0,56,762,5,93,193,762,5,Colts,IND,451,362,6049,552,4053,24,459,1996,20,364,15,56.92%,0.074558,7.342391,4.348584,0.014837
2021,T.Y. Hilton,WR,32,70,183,0,0,0,23,331,3,37,71,331,3,Colts,IND,451,365,5901,521,3361,27,499,2540,22,354,19,56.25%,0.076428,6.451056,5.09018,0.018627
2022,T.Y. Hilton,WR,33,70,183,0,0,0,7,121,0,10,33,121,0,Cowboys,DAL,467,342,6034,556,3736,28,531,2298,24,347,23,71.43%,0.077395,6.719424,4.327684,0.021159
2015,Taiwan Jones,RB,27,72,195,74,16,0,7,106,1,9,114,180,1,Raiders,OAK,359,399,5336,605,3879,34,370,1457,7,300,24,60.98%,0.067279,6.41157,3.937838,0.024615
2015,Taiwan Jones,RB,27,75,252,74,16,0,7,106,1,9,114,180,1,Jets,NYJ,387,314,5925,604,4057,33,448,1868,11,329,24,66.04%,0.065316,6.716887,4.169643,0.022814
2016,Taiwan Jones,RB,28,72,195,-8,1,0,4,43,0,4,61,35,0,Raiders,OAK,416,385,5973,596,4051,29,434,1922,17,334,14,58.62%,0.069647,6.79698,4.428571,0.013592
