Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2017,Albert Wilson,WR,25,69,200,13,7,6,3,0,42,554,3,63,323,560,3,Chiefs,KC,415.0,339.0,6007,543,4104,26,405,1903,12,322,11,0.4528,0.069086,7.558011,4.698765,0.011603,0.666667,13.19048,8.793651,7.690476,0.071429,0.047619,2.0,0.0,12.44444,0.066667,7.558011,4.698765,0.047882,0.02963,6.336498,0.069086,7,12,0.5833,2,0,0,116.0,56
2018,Albert Wilson,WR,26,69,186,7,3,16,8,0,26,391,4,35,345,407,4,Dolphins,MIA,319.0,433.0,4638,455,2900,26,371,1738,7,252,23,0.5161,0.06878,6.373626,4.684636,0.027845,0.742857,15.03846,11.17143,13.26923,0.153846,0.114286,2.0,0.0,11.97059,0.117647,6.373626,4.684636,0.057143,0.018868,5.615012,0.06878,0,1,0.0,0,0,0,96.8,74
2019,Albert Wilson,WR,27,69,195,13,4,45,5,0,43,351,1,62,181,396,1,Dolphins,MIA,306.0,494.0,4960,615,3804,22,349,1156,10,315,26,0.5625,0.061694,6.185366,3.312321,0.026971,0.693548,8.162791,5.66129,4.209302,0.023256,0.016129,9.0,0.0,8.25,0.020833,6.185366,3.312321,0.035772,0.028653,5.145228,0.061694,6,7,0.8571,1,2,0,89.4,90
2021,Albert Wilson,WR,29,69,195,14,5,17,4,0,25,213,0,39,138,230,0,Dolphins,MIA,341.0,373.0,5219,615,3651,21,442,1568,12,325,26,0.6122,0.065338,5.936585,3.547511,0.024598,0.641026,8.52,5.461538,5.52,0.0,0.0,4.25,0.0,7.931034,0.0,5.936585,3.547511,0.034146,0.027149,4.937559,0.065338,1,2,0.5,0,0,0,48.0,136
2016,Aldrick Robinson,WR,28,70,181,16,1,0,0,0,20,323,2,32,79,323,2,Falcons,ATL,540.0,406.0,6653,537,4725,38,421,1928,20,379,11,0.6456,0.081166,8.798883,4.579572,0.011482,0.625,16.15,10.09375,3.95,0.1,0.0625,0.0,0.0,16.15,0.1,8.798883,4.579572,0.070764,0.047506,6.944676,0.081166,2,3,0.6667,1,0,0,64.3,100
2017,Aldrick Robinson,WR,29,70,187,16,1,0,0,0,19,260,2,48,37,260,2,49ers,SF,331.0,383.0,5589,607,3925,15,408,1664,15,321,23,0.4706,0.059223,6.466227,4.078431,0.02266,0.395833,13.68421,5.416667,1.947368,0.105263,0.041667,0.0,0.0,13.68421,0.105263,6.466227,4.078431,0.024712,0.036765,5.506404,0.059223,2,4,0.5,1,0,0,57.0,99
2018,Aldrick Robinson,WR,30,70,187,14,0,0,0,0,17,231,5,35,41,231,5,Vikings,MIN,360.0,341.0,5529,606,4036,30,357,1493,9,310,20,0.54,0.065111,6.660066,4.182073,0.020768,0.485714,13.58824,6.6,2.411765,0.294118,0.142857,0.0,0.0,13.58824,0.294118,6.660066,4.182073,0.049505,0.02521,5.741433,0.065111,3,5,0.6,3,0,0,70.1,85
2022,Alec Pierce,WR,22,75,213,16,12,0,0,0,41,593,2,78,113,593,2,Colts,IND,289.0,427.0,5298,604,3432,17,439,1866,8,310,34,0.4583,0.054549,5.682119,4.250569,0.032598,0.525641,14.46341,7.602564,2.756098,0.04878,0.025641,0.0,0.0,14.46341,0.04878,5.682119,4.250569,0.028146,0.018223,5.079578,0.054549,2,8,0.25,1,0,0,112.3,60
2023,Alec Pierce,WR,23,75,213,17,16,0,0,0,32,514,2,65,97,514,2,Colts,IND,396.0,415.0,5725,574,3666,18,479,2059,19,324,22,0.4912,0.06917,6.38676,4.298539,0.020893,0.492308,16.0625,7.907692,3.03125,0.0625,0.030769,0.0,0.0,16.0625,0.0625,6.38676,4.298539,0.031359,0.039666,5.436847,0.06917,2,10,0.2,0,0,0,95.4,68
2016,Alex Collins,RB,22,70,217,11,0,125,31,1,11,84,0,11,83,209,1,Seahawks,SEA,354.0,292.0,5715,567,4124,23,403,1591,13,313,18,0.4762,0.061942,7.273369,3.947891,0.018557,1.0,7.636364,7.636364,7.545455,0.0,0.0,4.032258,0.032258,4.97619,0.02381,7.273369,3.947891,0.040564,0.032258,5.891753,0.061942,1,1,1.0,0,6,1,35.9,86
2017,Alex Collins,RB,23,70,210,15,12,973,212,6,23,187,0,36,191,1160,6,Ravens,BAL,395.0,303.0,4886,567,3030,20,460,1856,14,311,17,0.5769,0.080843,5.343915,4.034783,0.016553,0.638889,8.130435,5.194444,8.304348,0.0,0.0,4.589623,0.028302,4.93617,0.025532,5.343915,4.034783,0.035273,0.030435,4.757546,0.080843,1,2,0.5,0,26,6,171.0,16
2018,Alex Collins,RB,24,70,208,10,10,411,114,7,15,105,1,21,100,516,8,Ravens,BAL,389.0,287.0,5999,556,3558,18,547,2441,19,367,20,0.5574,0.064844,6.399281,4.462523,0.018132,0.714286,7.0,5.0,6.666667,0.066667,0.047619,3.605263,0.061404,4.0,0.062016,6.399281,4.462523,0.032374,0.034735,5.438803,0.064844,3,5,0.6,1,19,6,108.6,38
2021,Alex Collins,RB,27,70,210,11,6,411,108,2,9,87,0,10,96,498,2,Seahawks,SEA,395.0,366.0,5506,495,3432,30,413,2074,18,302,13,0.6458,0.07174,6.933333,5.021792,0.014317,0.9,9.666667,8.7,10.66667,0.0,0.0,3.805556,0.018519,4.25641,0.017094,6.933333,5.021792,0.060606,0.043584,6.063877,0.07174,1,1,1.0,0,14,2,68.8,62
2016,Alex Erickson,WR,24,72,197,16,0,0,0,0,6,71,0,8,33,71,0,Bengals,CIN,325.0,315.0,5711,563,3942,18,446,1769,17,341,17,0.537,0.056908,7.001776,3.966368,0.016848,0.75,11.83333,8.875,5.5,0.0,0.0,0.0,0.0,11.83333,0.0,7.001776,3.966368,0.031972,0.038117,5.660059,0.056908,1,1,1.0,0,0,0,13.1,169
2017,Alex Erickson,WR,25,72,195,16,0,16,5,0,12,180,1,16,40,196,1,Bengals,CIN,290.0,349.0,4488,510,3122,25,377,1366,6,267,23,0.5581,0.064617,6.121569,3.623342,0.02593,0.75,15.0,11.25,3.333333,0.083333,0.0625,3.2,0.0,11.52941,0.058824,6.121569,3.623342,0.04902,0.015915,5.059752,0.064617,1,1,1.0,0,0,0,35.6,119
2018,Alex Erickson,WR,26,72,195,16,6,22,3,0,20,167,0,29,72,189,0,Bengals,CIN,368.0,455.0,4972,542,3290,27,359,1682,13,304,17,0.7111,0.074014,6.070111,4.685237,0.018868,0.689655,8.35,5.758621,3.6,0.0,0.0,7.333333,0.0,8.217391,0.0,6.070111,4.685237,0.049815,0.036212,5.518313,0.074014,1,3,0.3333,0,1,0,36.9,146
2019,Alex Erickson,WR,27,72,195,16,6,33,5,0,43,529,0,78,230,562,0,Bengals,CIN,279.0,420.0,5169,616,3652,18,385,1517,9,312,30,0.4375,0.053976,5.928571,3.94026,0.02997,0.551282,12.30233,6.782051,5.348837,0.0,0.0,6.6,0.0,11.70833,0.0,5.928571,3.94026,0.029221,0.023377,5.163836,0.053976,3,9,0.3333,0,0,0,96.2,82
2020,Alex Erickson,WR,28,72,195,16,2,7,5,0,12,139,0,17,70,146,0,Bengals,CIN,311.0,424.0,5116,581,3448,19,411,1668,13,318,24,0.5,0.06079,5.934596,4.058394,0.024194,0.705882,11.58333,8.176471,5.833333,0.0,0.0,1.4,0.0,8.588235,0.0,5.934596,4.058394,0.032702,0.03163,5.157258,0.06079,0,0,0.0,0,1,0,22.6,165
2021,Alex Erickson,WR,29,72,195,17,0,0,0,0,3,55,0,4,30,55,0,Panthers,CAR,304.0,404.0,5081,599,3239,14,455,1842,17,322,29,0.5319,0.059831,5.407346,4.048352,0.027514,0.75,18.33333,13.75,10.0,0.0,0.0,0.0,0.0,18.33333,0.0,5.407346,4.048352,0.023372,0.037363,4.820683,0.059831,0,1,0.0,0,0,0,8.5,182
2019,Alexander Mattison,RB,21,71,220,13,0,462,100,1,10,82,0,12,76,544,1,Vikings,MIN,407.0,303.0,5656,466,3523,26,476,2133,19,314,20,0.6066,0.071959,7.560086,4.481092,0.021231,0.833333,8.2,6.833333,7.6,0.0,0.0,4.62,0.01,4.945455,0.009091,7.560086,4.481092,0.055794,0.039916,6.004246,0.071959,0,0,0.0,0,27,2,68.4,55
2020,Alexander Mattison,RB,22,71,220,13,2,434,96,2,13,125,1,15,109,559,3,Vikings,MIN,430.0,475.0,6292,516,4009,35,468,2283,20,383,23,0.7119,0.068341,7.76938,4.878205,0.023374,0.866667,9.615385,8.333333,8.384615,0.076923,0.066667,4.520833,0.020833,5.12844,0.027523,7.76938,4.878205,0.067829,0.042735,6.394309,0.068341,0,0,0.0,0,26,2,86.9,50
2021,Alexander Mattison,RB,23,71,220,16,4,491,134,3,32,228,1,39,238,719,4,Vikings,MIN,425.0,426.0,6168,604,4238,34,449,1930,10,332,13,0.6226,0.068904,7.016556,4.298441,0.012346,0.820513,7.125,5.846154,7.4375,0.03125,0.025641,3.664179,0.022388,4.331325,0.024096,7.016556,4.298441,0.056291,0.022272,5.85755,0.068904,3,8,0.375,1,32,3,125.9,40
2022,Alexander Mattison,RB,24,71,220,17,0,283,74,5,15,91,1,18,121,374,6,Vikings,MIN,424.0,427.0,6145,672,4484,30,404,1661,18,382,23,0.6324,0.068999,6.672619,4.111386,0.021375,0.833333,6.066667,5.055556,8.066667,0.066667,0.055556,3.824324,0.067568,4.202247,0.067416,6.672619,4.111386,0.044643,0.044554,5.710967,0.068999,5,5,1.0,1,9,3,88.4,51
2023,Alexander Mattison,RB,25,71,220,16,13,700,180,0,30,192,3,44,181,892,3,Vikings,MIN,344.0,362.0,5912,631,4359,30,393,1553,7,340,34,0.4706,0.058187,6.908082,3.951654,0.033203,0.681818,6.4,4.363636,6.033333,0.1,0.068182,3.888889,0.0,4.247619,0.014286,6.908082,3.951654,0.047544,0.017812,5.773438,0.058187,5,11,0.4545,3,23,0,133.2,38
2015,Alfred Blue,RB,24,74,223,16,9,698,183,2,15,109,1,16,70,807,3,Texans,HST,339.0,313.0,5564,619,3833,29,472,1731,7,335,20,0.5652,0.060927,6.192246,3.667373,0.018332,0.9375,7.266667,6.8125,4.666667,0.066667,0.0625,3.814208,0.010929,4.075758,0.015152,6.192246,3.667373,0.04685,0.014831,5.099908,0.060927,1,1,1.0,0,21,2,111.7,40
2016,Alfred Blue,RB,25,74,225,14,2,420,100,1,12,40,0,16,26,460,1,Texans,HOU,279.0,328.0,5035,583,3176,15,456,1859,8,305,24,0.44,0.055412,5.447684,4.076754,0.023099,0.75,3.333333,2.5,2.166667,0.0,0.0,4.2,0.01,4.107143,0.008929,5.447684,4.076754,0.025729,0.017544,4.846006,0.055412,1,2,0.5,0,16,0,62.0,62
2017,Alfred Blue,RB,26,74,225,11,0,262,71,1,7,54,0,9,39,316,1,Texans,HOU,338.0,436.0,5120,525,3278,28,448,1842,8,313,28,0.5238,0.066016,6.24381,4.111607,0.028777,0.777778,7.714286,6.0,5.571429,0.0,0.0,3.690141,0.014085,4.051282,0.012821,6.24381,4.111607,0.053333,0.017857,5.262076,0.066016,2,2,1.0,0,5,1,44.6,77
2018,Alfred Blue,RB,27,74,225,16,2,499,150,2,20,154,0,27,112,653,2,Texans,HOU,402.0,316.0,5802,506,3781,26,472,2021,12,333,16,0.5,0.069286,7.472332,4.28178,0.01636,0.740741,7.7,5.703704,5.6,0.0,0.0,3.326667,0.013333,3.841176,0.011765,7.472332,4.28178,0.051383,0.025424,5.932515,0.069286,3,5,0.6,0,14,2,97.3,48
2015,Alfred Morris,RB,27,70,224,16,16,751,202,1,10,55,0,13,38,806,1,Commanders,WAS,388.0,379.0,5661,555,4095,30,429,1566,9,317,22,0.5849,0.068539,7.445455,3.65035,0.022358,0.769231,5.5,4.230769,3.8,0.0,0.0,3.717822,0.00495,3.801887,0.004717,7.378378,3.65035,0.054054,0.020979,5.753049,0.068539,2,2,1.0,0,25,1,96.6,47
2016,Alfred Morris,RB,28,70,224,14,0,243,69,2,3,11,0,6,9,254,2,Cowboys,DAL,421.0,306.0,6027,483,3631,25,499,2396,24,358,15,0.6557,0.069852,7.517598,4.801603,0.015275,0.5,3.666667,1.833333,3.0,0.0,0.0,3.521739,0.028986,3.527778,0.027778,7.517598,4.801603,0.05176,0.048096,6.137475,0.069852,0,0,0.0,0,6,2,40.4,76
2017,Alfred Morris,RB,29,70,224,14,5,547,115,1,7,45,0,9,47,592,1,Cowboys,DAL,354.0,332.0,5311,493,3141,22,480,2170,18,314,22,0.5962,0.066654,6.371197,4.520833,0.02261,0.777778,6.428571,5.0,6.714286,0.0,0.0,4.756522,0.008696,4.852459,0.008197,6.371197,4.520833,0.044625,0.0375,5.458376,0.066654,0,0,0.0,0,21,1,72.2,57
2018,Alfred Morris,RB,30,70,224,12,1,428,111,2,8,73,0,13,63,501,2,49ers,SF,342.0,435.0,5769,532,3867,26,423,1902,7,344,32,0.4118,0.059282,7.268797,4.496454,0.033508,0.615385,9.125,5.615385,7.875,0.0,0.0,3.855856,0.018018,4.210084,0.016807,7.268797,4.496454,0.048872,0.016548,6.040838,0.059282,0,0,0.0,0,26,2,68.1,60
2020,Alfred Morris,RB,32,70,224,9,0,238,55,1,3,19,1,4,17,257,2,Giants,NYG,280.0,357.0,4794,517,3026,12,399,1768,13,297,22,0.4634,0.058406,5.852998,4.431078,0.024017,0.75,6.333333,4.75,5.666667,0.333333,0.25,4.327273,0.018182,4.431034,0.034483,5.852998,4.431078,0.023211,0.032581,5.233624,0.058406,1,1,1.0,1,5,1,40.7,79
2015,Allen Hurns,WR,24,75,205,15,15,0,0,0,64,1031,10,104,344,1031,10,Jaguars,JAX,376.0,448.0,5581,607,4108,35,354,1473,5,313,28,0.537,0.067371,6.76771,4.161017,0.029136,0.615385,16.10938,9.913462,5.375,0.15625,0.096154,0.0,0.0,16.10938,0.15625,6.76771,4.161017,0.057661,0.014124,5.807492,0.067371,10,16,0.625,6,0,0,225.1,15
2016,Allen Hurns,WR,25,75,201,11,11,0,0,0,35,477,3,76,212,477,3,Jaguars,JAX,318.0,400.0,5359,626,3728,24,392,1631,8,321,29,0.6,0.059339,5.955272,4.160714,0.028487,0.460526,13.62857,6.276316,6.057143,0.085714,0.039474,0.0,0.0,13.62857,0.085714,5.955272,4.160714,0.038339,0.020408,5.264244,0.059339,5,14,0.3571,2,0,0,100.7,75
2017,Allen Hurns,WR,26,75,201,10,8,0,0,0,39,484,2,56,181,484,2,Jaguars,JAX,417.0,268.0,5855,527,3593,21,527,2262,18,332,23,0.6897,0.071221,6.817837,4.29222,0.021822,0.696429,12.41026,8.642857,4.641026,0.051282,0.035714,0.0,0.0,12.41026,0.051282,6.817837,4.29222,0.039848,0.034156,5.555028,0.071221,6,7,0.8571,2,0,0,99.4,69
2018,Allen Hurns,WR,27,73,208,16,7,0,0,0,20,295,2,35,82,295,2,Cowboys,DAL,339.0,324.0,5501,527,3538,22,439,1963,13,322,17,0.5179,0.061625,6.713472,4.471526,0.017598,0.571429,14.75,8.428571,4.1,0.1,0.057143,0.0,0.0,14.75,0.1,6.713472,4.471526,0.041746,0.029613,5.694617,0.061625,2,5,0.4,1,0,0,61.5,102
2019,Allen Hurns,WR,28,75,195,14,7,0,0,0,32,416,2,47,101,416,2,Dolphins,MIA,306.0,494.0,4960,615,3804,22,349,1156,10,315,26,0.5625,0.061694,6.185366,3.312321,0.026971,0.680851,13.0,8.851064,3.15625,0.0625,0.042553,0.0,0.0,13.0,0.0625,6.185366,3.312321,0.035772,0.028653,5.145228,0.061694,4,6,0.6667,2,0,0,83.6,83
2019,Allen Lazard,WR,24,77,227,16,3,21,1,0,35,477,3,52,145,498,3,Packers,GB,376.0,313.0,5528,573,3733,26,411,1795,18,320,13,0.6786,0.068017,6.514834,4.367397,0.013211,0.673077,13.62857,9.173077,4.142857,0.085714,0.057692,21.0,0.0,13.83333,0.083333,6.514834,4.367397,0.045375,0.043796,5.617886,0.068017,2,5,0.4,0,0,0,102.8,69
2020,Allen Lazard,WR,25,77,227,10,9,17,2,0,33,451,3,46,194,468,3,Packers,GB,509.0,369.0,6224,526,4106,48,443,2118,16,358,11,0.7681,0.08178,7.806084,4.781038,0.011352,0.717391,13.66667,9.804348,5.878788,0.090909,0.065217,8.5,0.0,13.37143,0.085714,7.806084,4.781038,0.091255,0.036117,6.423117,0.08178,8,9,0.8889,3,0,0,97.8,74
2021,Allen Lazard,WR,26,77,227,15,13,32,3,0,40,513,8,60,174,545,8,Packers,GB,450.0,371.0,6215,593,4315,39,446,1900,13,375,13,0.5753,0.072405,7.27656,4.26009,0.012512,0.666667,12.825,8.55,4.35,0.2,0.133333,10.66667,0.0,12.67442,0.186047,7.27656,4.26009,0.065767,0.029148,5.981713,0.072405,5,13,0.3846,5,0,0,142.5,44
2022,Allen Lazard,WR,27,77,227,15,15,0,2,0,60,788,6,100,248,788,6,Packers,GB,370.0,371.0,5745,563,3632,27,456,2113,12,334,22,0.5185,0.064404,6.451155,4.633772,0.02159,0.6,13.13333,7.88,4.133333,0.1,0.06,0.0,0.0,12.70968,0.096774,6.451155,4.633772,0.047957,0.026316,5.63788,0.064404,7,11,0.6364,4,0,0,174.8,29
2023,Allen Lazard,WR,28,77,227,14,12,0,0,0,23,311,1,49,56,311,1,Jets,NYJ,268.0,355.0,4566,601,2919,11,388,1647,7,260,33,0.3243,0.058695,4.856905,4.244845,0.033367,0.469388,13.52174,6.346939,2.434783,0.043478,0.020408,0.0,0.0,13.52174,0.043478,4.856905,4.244845,0.018303,0.018041,4.616785,0.058695,4,5,0.8,1,0,0,60.1,101
2015,Allen Robinson,WR,22,75,215,16,16,0,0,0,80,1400,14,153,379,1400,14,Jaguars,JAX,376.0,448.0,5581,607,4108,35,354,1473,5,313,28,0.537,0.067371,6.76771,4.161017,0.029136,0.522876,17.5,9.150327,4.7375,0.175,0.091503,0.0,0.0,17.5,0.175,6.76771,4.161017,0.057661,0.014124,5.807492,0.067371,14,21,0.6667,12,0,0,304.0,4
2016,Allen Robinson,WR,23,75,218,16,16,0,0,0,73,883,6,151,217,883,6,Jaguars,JAX,318.0,400.0,5359,626,3728,24,392,1631,8,321,29,0.6,0.059339,5.955272,4.160714,0.028487,0.483444,12.09589,5.847682,2.972603,0.082192,0.039735,0.0,0.0,12.09589,0.082192,5.955272,4.160714,0.038339,0.020408,5.264244,0.059339,8,22,0.3636,6,0,0,199.3,29
2018,Allen Robinson,WR,25,75,210,13,12,9,1,0,55,754,4,94,239,763,4,Bears,CHI,421.0,283.0,5502,512,3564,28,468,1938,16,331,24,0.6316,0.076518,6.960938,4.141026,0.02449,0.585106,13.70909,8.021277,4.345455,0.072727,0.042553,9.0,0.0,13.625,0.071429,6.960938,4.141026,0.054688,0.034188,5.614286,0.076518,5,16,0.3125,3,0,0,153.3,42
2019,Allen Robinson,WR,26,74,220,16,15,2,1,0,98,1147,7,154,279,1149,7,Bears,CHI,280.0,298.0,4749,580,3291,20,395,1458,8,297,19,0.5217,0.05896,5.674138,3.691139,0.019487,0.636364,11.70408,7.448052,2.846939,0.071429,0.045455,2.0,0.0,11.60606,0.070707,5.674138,3.691139,0.034483,0.020253,4.870769,0.05896,9,19,0.4737,6,0,0,254.9,12
2020,Allen Robinson,WR,27,74,220,16,16,-1,1,0,102,1250,6,151,344,1249,6,Bears,CHI,372.0,370.0,5302,614,3655,26,393,1647,12,335,22,0.5614,0.070162,5.952769,4.19084,0.021847,0.675497,12.2549,8.278146,3.372549,0.058824,0.039735,-1.0,0.0,12.12621,0.058252,5.952769,4.19084,0.042345,0.030534,5.265144,0.070162,12,23,0.5217,4,0,0,262.9,12
2021,Allen Robinson,WR,28,74,220,12,11,0,0,0,38,410,1,66,92,410,1,Bears,CHI,311.0,407.0,5225,542,3207,16,475,2018,14,333,29,0.4792,0.059522,5.916974,4.248421,0.028515,0.575758,10.78947,6.212121,2.421053,0.026316,0.015152,0.0,0.0,10.78947,0.026316,5.916974,4.248421,0.02952,0.029474,5.13766,0.059522,5,8,0.625,1,0,0,87.0,95
2022,Allen Robinson,WR,29,74,220,10,10,0,0,0,33,339,3,52,71,339,3,Rams,LA,307.0,384.0,4769,531,3108,16,411,1661,15,293,23,0.5556,0.064374,5.853107,4.041363,0.024416,0.634615,10.27273,6.519231,2.151515,0.090909,0.057692,0.0,0.0,10.27273,0.090909,5.853107,4.041363,0.030132,0.036496,5.062633,0.064374,5,15,0.3333,3,0,0,84.9,86
2023,Allen Robinson,WR,30,74,220,17,17,0,0,0,34,280,0,49,68,280,0,Steelers,PIT,304.0,324.0,5173,506,3163,13,487,2010,16,287,16,0.4889,0.058767,6.250988,4.12731,0.016113,0.693878,8.235294,5.714286,2.0,0.0,0.0,0.0,0.0,8.235294,0.0,6.250988,4.12731,0.025692,0.032854,5.209466,0.058767,2,6,0.3333,0,0,0,62.0,117
2015,Alshon Jeffery,WR,25,75,216,9,8,0,0,0,54,807,4,93,190,807,4,Bears,CHI,335.0,397.0,5514,523,3663,21,469,1851,13,312,21,0.4898,0.060754,7.003824,3.946695,0.021169,0.580645,14.94444,8.677419,3.518519,0.074074,0.043011,0.0,0.0,14.94444,0.074074,7.003824,3.946695,0.040153,0.027719,5.558468,0.060754,7,17,0.4118,4,0,0,158.7,42
2016,Alshon Jeffery,WR,26,75,218,12,12,0,0,0,52,821,2,95,212,821,2,Bears,CHI,279.0,399.0,5704,559,3969,19,380,1735,10,324,31,0.5102,0.048913,7.100179,4.565789,0.033014,0.547368,15.78846,8.642105,4.076923,0.038462,0.021053,0.0,0.0,15.78846,0.038462,7.100179,4.565789,0.033989,0.026316,6.074547,0.048913,4,12,0.3333,2,0,0,146.1,53
2017,Alshon Jeffery,WR,27,75,218,16,16,0,0,0,57,789,9,120,223,789,9,Eagles,PHI,457.0,295.0,5852,564,3737,38,473,2115,9,338,20,0.6406,0.078093,6.625887,4.471459,0.019286,0.475,13.84211,6.575,3.912281,0.157895,0.075,0.0,0.0,13.84211,0.157895,6.625887,4.471459,0.067376,0.019027,5.643202,0.078093,8,18,0.4444,7,0,0,195.9,16
2018,Alshon Jeffery,WR,28,75,218,13,13,0,0,0,65,843,6,92,290,843,6,Eagles,PHI,367.0,348.0,5845,599,4275,29,398,1570,12,346,23,0.5902,0.062789,7.136895,3.944724,0.023069,0.706522,12.96923,9.163043,4.461538,0.092308,0.065217,0.0,0.0,12.96923,0.092308,7.136895,3.944724,0.048414,0.030151,5.862588,0.062789,8,13,0.6154,6,0,0,185.3,26
2019,Alshon Jeffery,WR,29,75,218,10,10,2,1,1,43,490,4,73,133,492,5,Eagles,PHI,385.0,354.0,5772,613,3833,27,454,1939,16,354,23,0.6316,0.066701,6.252855,4.270925,0.021556,0.589041,11.39535,6.712329,3.093023,0.093023,0.054795,2.0,1.0,11.18182,0.113636,6.252855,4.270925,0.044046,0.035242,5.40956,0.066701,5,10,0.5,4,1,1,122.2,59
2020,Alshon Jeffery,WR,30,75,218,7,2,0,0,0,6,115,1,13,27,115,1,Eagles,PHI,334.0,418.0,5354,598,3327,22,403,2027,16,336,29,0.6087,0.062383,5.563545,5.029777,0.028971,0.461538,19.16667,8.846154,4.5,0.166667,0.076923,0.0,0.0,19.16667,0.166667,5.563545,5.029777,0.036789,0.039702,5.348651,0.062383,1,2,0.5,1,0,0,23.5,144
2017,Alvin Kamara,RB,22,70,215,16,3,728,120,8,81,826,5,100,706,1554,13,Saints,NO,448.0,326.0,6259,536,4189,23,444,2070,23,332,18,0.6129,0.071577,7.815299,4.662162,0.018367,0.81,10.19753,8.26,8.716049,0.061728,0.05,6.066667,0.066667,7.731343,0.064677,7.815299,4.662162,0.04291,0.051802,6.386735,0.071577,14,17,0.8235,4,24,6,320.4,4
2018,Alvin Kamara,RB,23,70,215,15,13,883,194,14,81,709,4,105,647,1592,18,Saints,NO,504.0,353.0,6067,519,4042,33,471,2025,26,377,16,0.6842,0.083072,7.788054,4.299363,0.016162,0.771429,8.753086,6.752381,7.987654,0.049383,0.038095,4.551546,0.072165,5.789091,0.065455,7.788054,4.299363,0.063584,0.055202,6.128283,0.083072,22,29,0.7586,5,49,11,354.2,4
2019,Alvin Kamara,RB,24,70,215,14,9,797,171,5,81,533,1,97,568,1330,6,Saints,NO,458.0,341.0,5982,581,4244,36,405,1738,12,347,8,0.5932,0.076563,7.304647,4.291358,0.008114,0.835052,6.580247,5.494845,7.012346,0.012346,0.010309,4.660819,0.02924,5.277778,0.02381,7.304647,4.291358,0.061962,0.02963,6.066937,0.076563,9,14,0.6429,0,24,3,248.5,16
2020,Alvin Kamara,RB,25,70,215,15,10,932,187,16,83,756,5,107,734,1688,21,Saints,NO,482.0,337.0,6023,522,3758,28,494,2265,30,367,17,0.7162,0.080027,7.199234,4.58502,0.016732,0.775701,9.108434,7.065421,8.843373,0.060241,0.046729,4.983957,0.085561,6.251852,0.077778,7.199234,4.58502,0.05364,0.060729,5.92815,0.080027,14,19,0.7368,4,46,16,377.8,2
2021,Alvin Kamara,RB,26,70,215,13,10,898,240,4,47,439,5,67,437,1337,9,Saints,NO,364.0,335.0,5177,504,3186,29,510,1991,12,307,18,0.5893,0.070311,6.321429,3.903922,0.017751,0.701493,9.340426,6.552239,9.297872,0.106383,0.074627,3.741667,0.016667,4.658537,0.031359,6.321429,3.903922,0.05754,0.023529,5.105523,0.070311,9,14,0.6429,4,31,3,234.7,9
2022,Alvin Kamara,RB,27,70,215,15,13,897,223,2,57,490,2,77,461,1387,4,Saints,NO,330.0,345.0,5674,512,3692,24,465,1982,12,305,25,0.5208,0.05816,7.210938,4.262366,0.025589,0.74026,8.596491,6.363636,8.087719,0.035088,0.025974,4.022422,0.008969,4.953571,0.014286,7.210938,4.262366,0.046875,0.025806,5.807574,0.05816,7,11,0.6364,1,15,1,211.7,18
2023,Alvin Kamara,RB,28,70,215,13,12,694,180,5,75,466,1,86,501,1160,6,Saints,NO,402.0,327.0,5732,606,3990,28,480,1742,13,337,18,0.5333,0.070133,6.584158,3.629167,0.016575,0.872093,6.213333,5.418605,6.68,0.013333,0.011628,3.855556,0.027778,4.54902,0.023529,6.584158,3.629167,0.046205,0.027083,5.278085,0.070133,11,11,1.0,1,38,6,233.0,24
2015,Amari Cooper,WR,21,73,210,16,15,-3,3,0,72,1070,6,130,384,1067,6,Raiders,OAK,359.0,399.0,5336,605,3879,34,370,1457,7,300,24,0.6098,0.067279,6.41157,3.937838,0.024615,0.553846,14.86111,8.230769,5.333333,0.083333,0.046154,-1.0,0.0,14.22667,0.08,6.41157,3.937838,0.056198,0.018919,5.472821,0.067279,4,8,0.5,2,0,0,212.7,25
2016,Amari Cooper,WR,22,73,210,16,14,0,1,0,83,1153,5,132,476,1153,5,Raiders,OAK,416.0,385.0,5973,596,4051,29,434,1922,17,334,14,0.5862,0.069647,6.79698,4.428571,0.013592,0.628788,13.89157,8.734848,5.73494,0.060241,0.037879,0.0,0.0,13.72619,0.059524,6.79698,4.428571,0.048658,0.039171,5.799029,0.069647,5,17,0.2941,0,0,0,232.3,13
