Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2015,Sammy Watkins,WR,22,73,211,13,13,1,1,0,60,1047,9,95,185,1048,9,Bills,BUF,379.0,359.0,5775,465,3343,23,509,2432,19,297,19,0.5,0.065628,7.189247,4.777996,0.019507,0.631579,17.45,11.02105,3.083333,0.15,0.094737,1.0,0.0,17.18033,0.147541,7.189247,4.777996,0.049462,0.037328,5.929158,0.065628,4,7,0.5714,2,0,0,218.8,16
2016,Sammy Watkins,WR,23,73,211,8,8,0,0,0,28,430,2,52,43,430,2,Bills,BUF,399.0,378.0,5666,474,3036,17,492,2630,29,328,12,0.6481,0.07042,6.405063,5.345528,0.012422,0.538462,15.35714,8.269231,1.535714,0.071429,0.038462,0.0,0.0,15.35714,0.071429,6.405063,5.345528,0.035865,0.058943,5.865424,0.07042,2,4,0.5,1,0,0,83.0,88
2017,Sammy Watkins,WR,24,73,211,15,14,0,0,0,39,593,8,70,195,593,8,Rams,LA,478.0,329.0,5784,518,3831,28,454,1953,17,311,21,0.5342,0.082642,7.395753,4.301762,0.021605,0.557143,15.20513,8.471429,5.0,0.205128,0.114286,0.0,0.0,15.20513,0.205128,7.395753,4.301762,0.054054,0.037445,5.950617,0.082642,7,11,0.6364,7,0,0,146.3,33
2018,Sammy Watkins,WR,25,73,211,10,9,52,5,0,40,519,3,55,246,571,3,Chiefs,KC,565.0,421.0,6810,583,4955,50,387,1855,16,384,18,0.7308,0.082966,8.499142,4.793282,0.018557,0.727273,12.975,9.436364,6.15,0.075,0.054545,10.4,0.0,12.68889,0.066667,8.499142,4.793282,0.085763,0.041344,7.020619,0.082966,5,10,0.5,3,2,0,115.1,64
2019,Sammy Watkins,WR,26,73,211,14,13,12,2,0,52,673,3,90,302,685,3,Chiefs,KC,451.0,308.0,6067,576,4498,30,375,1569,16,350,15,0.6,0.074337,7.809028,4.184,0.015773,0.577778,12.94231,7.477778,5.807692,0.057692,0.033333,6.0,0.0,12.68519,0.055556,7.809028,4.184,0.052083,0.042667,6.3796,0.074337,3,6,0.5,1,0,0,138.5,52
2020,Sammy Watkins,WR,27,73,211,10,9,3,1,0,37,421,2,55,158,424,2,Chiefs,KC,473.0,362.0,6653,630,4854,40,403,1799,13,397,16,0.589,0.071096,7.704762,4.46402,0.015489,0.672727,11.37838,7.654545,4.27027,0.054054,0.036364,3.0,0.0,11.15789,0.052632,7.704762,4.46402,0.063492,0.032258,6.440465,0.071096,5,9,0.5556,3,0,0,87.4,96
2021,Sammy Watkins,WR,28,73,211,13,9,0,0,0,27,394,1,49,107,394,1,Ravens,BAL,387.0,392.0,6440,611,3961,21,517,2479,18,394,26,0.6071,0.060093,6.482815,4.794971,0.02305,0.55102,14.59259,8.040816,3.962963,0.037037,0.020408,0.0,0.0,14.59259,0.037037,6.482815,4.794971,0.03437,0.034816,5.70922,0.060093,3,4,0.75,1,0,0,70.4,101
2022,Sammy Watkins,WR,29,73,211,12,5,0,0,0,16,325,0,27,126,325,0,Ravens,BAL,350.0,315.0,5760,488,3040,19,526,2720,14,337,21,0.4444,0.060764,6.229508,5.171103,0.02071,0.592593,20.3125,12.03704,7.875,0.0,0.0,0.0,0.0,20.3125,0.0,6.229508,5.171103,0.038934,0.026616,5.680473,0.060764,2,6,0.3333,0,0,0,46.5,117
2022,Samori Toure,WR,24,73,190,11,2,0,0,0,5,82,1,10,11,82,1,Packers,GB,370.0,371.0,5745,563,3632,27,456,2113,12,334,22,0.5185,0.064404,6.451155,4.633772,0.02159,0.5,16.4,8.2,2.2,0.2,0.1,0.0,0.0,16.4,0.2,6.451155,4.633772,0.047957,0.026316,5.63788,0.064404,1,1,1.0,0,0,0,19.2,145
2023,Samori Toure,WR,25,73,190,11,0,0,0,0,8,78,0,18,18,78,0,Packers,GB,383.0,350.0,5873,581,3968,32,441,1905,10,338,18,0.5342,0.065214,6.829604,4.319728,0.017613,0.444444,9.75,4.333333,2.25,0.0,0.0,0.0,0.0,9.75,0.0,6.829604,4.319728,0.055077,0.022676,5.746575,0.065214,1,2,0.5,0,0,0,15.8,167
2018,Saquon Barkley,RB,21,72,223,16,16,1307,261,11,91,721,4,121,802,2028,15,Giants,NYG,369.0,412.0,5697,583,4047,23,354,1650,13,297,19,0.5,0.064771,6.941681,4.661017,0.020277,0.752066,7.923077,5.958678,8.813187,0.043956,0.033058,5.007663,0.042146,5.761364,0.042614,6.941681,4.661017,0.039451,0.036723,6.080043,0.064771,11,15,0.7333,3,50,7,385.8,2
2019,Saquon Barkley,RB,22,72,233,13,13,1003,217,6,52,438,2,73,441,1441,8,Giants,NYG,341.0,451.0,5416,607,3731,30,362,1685,11,311,33,0.5714,0.062962,6.146623,4.654696,0.034056,0.712329,8.423077,6.0,8.480769,0.038462,0.027397,4.62212,0.02765,5.356877,0.02974,6.146623,4.654696,0.049423,0.030387,5.589267,0.062962,3,6,0.5,1,29,3,244.1,10
2020,Saquon Barkley,RB,23,72,233,2,2,34,19,0,6,60,0,9,55,94,0,Giants,NYG,280.0,357.0,4794,517,3026,12,399,1768,13,297,22,0.4634,0.058406,5.852998,4.431078,0.024017,0.666667,10.0,6.666667,9.166667,0.0,0.0,1.789474,0.0,3.76,0.0,5.852998,4.431078,0.023211,0.032581,5.233624,0.058406,1,2,0.5,0,3,0,15.4,119
2021,Saquon Barkley,RB,24,72,233,13,13,593,162,2,41,263,2,57,298,856,4,Giants,NYG,258.0,416.0,4884,593,3196,15,419,1688,8,299,30,0.4474,0.052826,5.389545,4.02864,0.029644,0.719298,6.414634,4.614035,7.268293,0.04878,0.035088,3.660494,0.012346,4.216749,0.019704,5.389545,4.02864,0.025295,0.019093,4.826087,0.052826,1,3,0.3333,1,13,2,148.6,34
2022,Saquon Barkley,RB,25,72,233,16,16,1312,295,10,57,338,0,76,434,1650,10,Giants,NYG,365.0,371.0,5676,520,3157,17,520,2519,21,352,16,0.6481,0.064306,6.071154,4.844231,0.015385,0.75,5.929825,4.447368,7.614035,0.0,0.0,4.447458,0.033898,4.6875,0.028409,6.071154,4.844231,0.032692,0.040385,5.457692,0.064306,0,0,0.0,0,35,6,284.0,6
2023,Saquon Barkley,RB,26,72,233,14,14,962,247,6,41,280,4,60,226,1242,10,Giants,NYG,266.0,407.0,4760,518,2886,15,454,1874,10,267,19,0.4419,0.055882,5.571429,4.127753,0.019547,0.683333,6.829268,4.666667,5.512195,0.097561,0.066667,3.894737,0.024291,4.3125,0.034722,5.571429,4.127753,0.028958,0.022026,4.897119,0.055882,5,6,0.8333,2,42,6,223.2,13
2015,Scott Chandler,TE,30,79,260,15,4,0,0,0,23,259,4,42,77,259,4,Patriots,NE,465.0,315.0,5991,629,4587,36,383,1404,14,347,14,0.6522,0.077616,7.292528,3.665796,0.013834,0.547619,11.26087,6.166667,3.347826,0.173913,0.095238,0.0,0.0,11.26087,0.173913,7.292528,3.665796,0.057234,0.036554,5.91996,0.077616,7,10,0.7,5,0,0,72.9,32
2019,Scott Miller,WR,22,69,174,10,2,16,2,0,13,200,1,26,38,216,1,Buccaneers,TB,458.0,449.0,6366,630,4845,33,409,1521,15,353,41,0.6481,0.071945,7.690476,3.718826,0.039461,0.5,15.38462,7.692308,2.923077,0.076923,0.038462,8.0,0.0,14.4,0.066667,7.690476,3.718826,0.052381,0.036675,6.127045,0.071945,1,2,0.5,0,0,0,40.6,118
2020,Scott Miller,WR,23,69,174,16,5,14,3,0,33,501,3,53,116,515,3,Buccaneers,TB,492.0,355.0,6145,626,4626,42,369,1519,16,364,17,0.6456,0.080065,7.389776,4.116531,0.017085,0.622642,15.18182,9.45283,3.515152,0.090909,0.056604,4.666667,0.0,14.30556,0.083333,7.389776,4.116531,0.067093,0.04336,6.175879,0.080065,4,4,1.0,1,0,0,102.5,68
2021,Scott Miller,WR,24,69,174,9,0,43,2,1,5,38,0,9,9,81,1,Buccaneers,TB,511.0,353.0,6901,731,5229,43,385,1672,18,404,19,0.6579,0.074047,7.153215,4.342857,0.017025,0.555556,7.6,4.222222,1.8,0.0,0.0,21.5,0.5,11.57143,0.142857,7.153215,4.342857,0.058824,0.046753,6.183692,0.074047,1,1,1.0,0,0,0,19.1,152
2022,Scott Miller,WR,25,69,174,15,1,8,1,0,23,185,0,40,33,193,0,Buccaneers,TB,313.0,358.0,5894,751,4586,26,386,1308,5,346,22,0.5094,0.053105,6.106525,3.388601,0.019349,0.575,8.043478,4.625,1.434783,0.0,0.0,8.0,0.0,8.041667,0.0,6.106525,3.388601,0.034621,0.012953,5.183817,0.053105,3,5,0.6,0,0,0,42.3,135
2023,Scott Miller,WR,26,69,174,17,0,0,0,0,11,161,2,16,80,161,2,Falcons,ATL,321.0,373.0,5683,530,3524,17,522,2159,14,326,28,0.4681,0.056484,6.649057,4.136015,0.026616,0.6875,14.63636,10.0625,7.272727,0.181818,0.125,0.0,0.0,14.63636,0.181818,6.649057,4.136015,0.032075,0.02682,5.402091,0.056484,3,3,1.0,2,0,0,39.1,116
2018,Scott Simonson,TE,26,77,255,16,4,0,0,0,9,86,1,14,36,86,1,Giants,NYG,369.0,412.0,5697,583,4047,23,354,1650,13,297,19,0.5,0.064771,6.941681,4.661017,0.020277,0.642857,9.555556,6.142857,4.0,0.111111,0.071429,0.0,0.0,9.555556,0.111111,6.941681,4.661017,0.039451,0.036723,6.080043,0.064771,3,6,0.5,1,0,0,23.6,70
2021,Sean McKeon,TE,24,77,246,9,2,0,0,0,4,27,1,6,10,27,1,Cowboys,DAL,530.0,358.0,6919,647,4800,40,473,2119,15,390,20,0.6364,0.076601,7.418856,4.479915,0.017857,0.666667,6.75,4.5,2.5,0.25,0.166667,0.0,0.0,6.75,0.25,7.418856,4.479915,0.061824,0.031712,6.177679,0.076601,2,2,1.0,1,0,0,12.7,80
2015,Seth Roberts,WR,24,74,195,16,5,0,0,0,32,480,5,55,139,480,5,Raiders,OAK,359.0,399.0,5336,605,3879,34,370,1457,7,300,24,0.6098,0.067279,6.41157,3.937838,0.024615,0.581818,15.0,8.727273,4.34375,0.15625,0.090909,0.0,0.0,15.0,0.15625,6.41157,3.937838,0.056198,0.018919,5.472821,0.067279,6,11,0.5455,5,0,0,112.0,54
2016,Seth Roberts,WR,25,74,195,16,6,0,0,0,38,397,5,77,213,397,5,Raiders,OAK,416.0,385.0,5973,596,4051,29,434,1922,17,334,14,0.5862,0.069647,6.79698,4.428571,0.013592,0.493506,10.44737,5.155844,5.605263,0.131579,0.064935,0.0,0.0,10.44737,0.131579,6.79698,4.428571,0.048658,0.039171,5.799029,0.069647,8,20,0.4,3,0,0,111.7,67
2017,Seth Roberts,WR,26,74,195,15,7,0,0,0,43,455,1,65,113,455,1,Raiders,OAK,301.0,373.0,5185,558,3631,23,370,1554,13,287,28,0.5882,0.058052,6.507168,4.2,0.030172,0.661538,10.5814,7.0,2.627907,0.023256,0.015385,0.0,0.0,10.5814,0.023256,6.507168,4.2,0.041219,0.035135,5.587284,0.058052,2,6,0.3333,1,0,0,90.5,87
2018,Seth Roberts,WR,27,74,195,15,7,5,3,0,45,494,2,64,222,499,2,Raiders,OAK,290.0,467.0,5379,556,3751,19,387,1628,9,300,24,0.5349,0.053913,6.746403,4.206718,0.025451,0.703125,10.97778,7.71875,4.933333,0.044444,0.03125,1.666667,0.0,10.39583,0.041667,6.746403,4.206718,0.034173,0.023256,5.704136,0.053913,2,4,0.5,1,0,0,106.9,81
2019,Seth Roberts,WR,28,74,195,16,0,0,0,0,21,271,2,35,68,271,2,Ravens,BAL,531.0,282.0,6521,440,3225,37,596,3296,21,386,15,0.6471,0.081429,7.329545,5.530201,0.014479,0.6,12.90476,7.742857,3.238095,0.095238,0.057143,0.0,0.0,12.90476,0.095238,7.329545,5.530201,0.084091,0.035235,6.294402,0.081429,1,2,0.5,1,0,0,60.1,98
2015,Shane Vereen,RB,26,70,205,16,0,260,61,0,59,494,4,81,435,754,4,Giants,NYG,420.0,442.0,5952,623,4343,36,403,1609,5,331,21,0.4444,0.070565,6.971108,3.992556,0.020468,0.728395,8.372881,6.098765,7.372881,0.067797,0.049383,4.262295,0.0,6.283333,0.033333,6.971108,3.992556,0.057785,0.012407,5.80117,0.070565,9,12,0.75,4,7,0,158.4,38
2016,Shane Vereen,RB,27,70,205,5,1,158,33,1,11,94,0,19,89,252,1,Giants,NYG,310.0,284.0,5291,598,3879,26,398,1412,6,289,27,0.5111,0.05859,6.486622,3.547739,0.027108,0.578947,8.545455,4.947368,8.090909,0.0,0.0,4.787879,0.030303,5.727273,0.022727,6.486622,3.547739,0.043478,0.015075,5.312249,0.05859,2,3,0.6667,0,7,1,38.2,84
2017,Shane Vereen,RB,28,70,205,16,0,164,45,0,44,253,0,53,259,417,0,Giants,NYG,246.0,388.0,5028,608,3479,20,394,1549,6,271,22,0.4872,0.048926,5.722039,3.931472,0.021956,0.830189,5.75,4.773585,5.886364,0.0,0.0,3.644444,0.0,4.685393,0.0,5.722039,3.931472,0.032895,0.015228,5.017964,0.048926,1,2,0.5,0,5,0,83.7,71
2021,Shane Zylstra,TE,25,76,215,4,0,0,0,0,3,34,0,7,6,34,0,Lions,DET,325.0,467.0,5484,593,3598,23,427,1886,12,329,23,0.4667,0.059263,6.067454,4.416862,0.022549,0.428571,11.33333,4.857143,2.0,0.0,0.0,0.0,0.0,11.33333,0.0,6.067454,4.416862,0.038786,0.028103,5.376471,0.059263,0,2,0.0,0,0,0,6.4,95
2022,Shane Zylstra,TE,26,76,215,13,2,0,0,0,11,60,4,15,13,60,4,Lions,DET,453.0,427.0,6460,588,4281,29,480,2179,23,376,15,0.6618,0.070124,7.280612,4.539583,0.014045,0.733333,5.454545,4.0,1.181818,0.363636,0.266667,0.0,0.0,5.454545,0.363636,7.280612,4.539583,0.04932,0.047917,6.048689,0.070124,1,1,1.0,1,0,0,41.0,47
2015,Shaun Draughn,RB,28,71,205,11,6,273,78,1,27,176,0,35,183,449,1,Browns,CLV,278.0,432.0,5311,609,3782,20,380,1529,5,307,30,0.383,0.052344,6.210181,4.023684,0.030334,0.771429,6.518519,5.028571,6.777778,0.0,0.0,3.5,0.012821,4.27619,0.009524,6.210181,4.023684,0.032841,0.013158,5.370071,0.052344,2,3,0.6667,0,6,1,77.9,67
2016,Shaun Draughn,RB,29,71,205,16,1,196,74,4,29,263,2,39,199,459,6,49ers,SF,309.0,480.0,4930,491,2911,21,458,2019,15,287,25,0.6818,0.062677,5.928717,4.408297,0.026344,0.74359,9.068966,6.74359,6.862069,0.068966,0.051282,2.648649,0.054054,4.456311,0.058252,5.928717,4.408297,0.04277,0.032751,5.194942,0.062677,4,4,1.0,2,10,4,108.9,47
2021,Shi Smith,WR,23,70,190,6,0,-3,1,0,6,104,0,11,71,101,0,Panthers,CAR,304.0,404.0,5081,599,3239,14,455,1842,17,322,29,0.5319,0.059831,5.407346,4.048352,0.027514,0.545455,17.33333,9.454545,11.83333,0.0,0.0,-3.0,0.0,14.42857,0.0,5.407346,4.048352,0.023372,0.037363,4.820683,0.059831,1,1,1.0,0,0,0,16.1,165
2022,Shi Smith,WR,24,70,190,17,6,0,0,0,22,296,2,41,97,296,2,Panthers,CAR,347.0,374.0,5206,457,2996,16,483,2210,16,281,21,0.5652,0.066654,6.555799,4.575569,0.02234,0.536585,13.45455,7.219512,4.409091,0.090909,0.04878,0.0,0.0,13.45455,0.090909,6.555799,4.575569,0.035011,0.033126,5.538298,0.066654,1,4,0.25,1,0,0,61.6,107
2018,Sony Michel,RB,23,71,215,13,8,931,209,6,7,50,0,11,53,981,6,Patriots,NE,436.0,325.0,6295,574,4258,29,478,2037,18,365,18,0.6286,0.069261,7.418118,4.261506,0.01711,0.636364,7.142857,4.545455,7.571429,0.0,0.0,4.454545,0.028708,4.541667,0.027778,7.418118,4.261506,0.050523,0.037657,5.98384,0.069261,1,1,1.0,0,41,6,139.1,25
2019,Sony Michel,RB,24,71,215,16,14,912,247,7,12,94,0,20,122,1006,7,Patriots,NE,420.0,225.0,5664,620,3961,25,447,1703,17,338,15,0.4921,0.074153,6.38871,3.809843,0.014058,0.6,7.833333,4.7,10.16667,0.0,0.0,3.692308,0.02834,3.88417,0.027027,6.38871,3.809843,0.040323,0.038031,5.308341,0.074153,1,5,0.2,0,36,6,152.6,24
2020,Sony Michel,RB,25,71,215,9,6,449,79,1,7,114,1,9,111,563,2,Patriots,NE,326.0,353.0,5236,440,2890,12,502,2346,20,332,19,0.5417,0.062261,6.568182,4.673307,0.02017,0.777778,16.28571,12.66667,15.85714,0.142857,0.111111,5.683544,0.012658,6.546512,0.023256,6.568182,4.673307,0.027273,0.039841,5.558386,0.062261,1,1,1.0,0,13,1,75.3,56
2021,Sony Michel,RB,26,71,215,17,7,845,208,4,21,128,1,33,120,973,5,Rams,LA,460.0,372.0,6325,607,4642,41,420,1683,10,355,23,0.5909,0.072727,7.647446,4.007143,0.022395,0.636364,6.095238,3.878788,5.714286,0.047619,0.030303,4.0625,0.019231,4.248908,0.021834,7.647446,4.007143,0.067545,0.02381,6.158715,0.072727,1,2,0.5,1,36,3,146.3,27
2015,Spencer Ware,RB,24,70,228,11,2,403,72,6,6,5,0,6,15,408,6,Chiefs,KC,405.0,287.0,5299,473,3255,20,436,2044,19,303,15,0.5738,0.07643,6.881607,4.688073,0.016502,1.0,0.833333,0.833333,2.5,0.0,0.0,5.597222,0.083333,5.230769,0.076923,6.881607,4.688073,0.042283,0.043578,5.829483,0.07643,0,0,0.0,0,12,6,82.8,52
2016,Spencer Ware,RB,25,70,229,14,14,921,214,3,33,447,2,42,395,1368,5,Chiefs,KC,389.0,311.0,5488,546,3740,19,412,1748,15,305,17,0.4737,0.070882,6.849817,4.242718,0.017745,0.785714,13.54545,10.64286,11.9697,0.060606,0.047619,4.303738,0.014019,5.538462,0.020243,6.849817,4.242718,0.034799,0.036408,5.728601,0.070882,2,3,0.6667,1,26,4,193.8,16
2018,Spencer Ware,RB,27,70,229,13,2,246,51,2,20,224,0,23,254,470,2,Chiefs,KC,565.0,421.0,6810,583,4955,50,387,1855,16,384,18,0.7308,0.082966,8.499142,4.793282,0.018557,0.869565,11.2,9.73913,12.7,0.0,0.0,4.823529,0.039216,6.619718,0.028169,8.499142,4.793282,0.085763,0.041344,7.020619,0.082966,1,2,0.5,0,11,1,79.0,62
2019,Spencer Ware,RB,28,70,229,3,1,51,17,0,5,22,0,7,16,73,0,Chiefs,KC,451.0,308.0,6067,576,4498,30,375,1569,16,350,15,0.6,0.074337,7.809028,4.184,0.015773,0.714286,4.4,3.142857,3.2,0.0,0.0,3.0,0.0,3.318182,0.0,7.809028,4.184,0.052083,0.042667,6.3796,0.074337,1,2,0.5,0,2,0,12.3,114
2015,Stedman Bailey,WR,25,70,194,8,3,0,0,0,12,182,1,23,70,182,1,Rams,SL,280.0,330.0,4761,473,2805,11,429,1956,16,241,21,0.5278,0.058811,5.930233,4.559441,0.023282,0.521739,15.16667,7.913043,5.833333,0.083333,0.043478,0.0,0.0,15.16667,0.083333,5.930233,4.559441,0.023256,0.037296,5.278271,0.058811,1,1,1.0,1,0,0,36.2,122
2015,Stefon Diggs,WR,22,72,191,13,9,13,3,0,52,720,4,85,303,733,4,Vikings,MIN,365.0,302.0,5139,454,2928,14,474,2211,18,297,17,0.4773,0.071025,6.449339,4.664557,0.018319,0.611765,13.84615,8.470588,5.826923,0.076923,0.047059,4.333333,0.0,13.32727,0.072727,6.449339,4.664557,0.030837,0.037975,5.537716,0.071025,3,8,0.375,1,0,0,149.3,46
2016,Stefon Diggs,WR,23,72,191,13,11,10,3,0,84,903,3,111,320,913,3,Vikings,MIN,327.0,307.0,5041,588,3836,20,380,1205,9,303,16,0.46,0.064868,6.52381,3.171053,0.016529,0.756757,10.75,8.135135,3.809524,0.035714,0.027027,3.333333,0.0,10.49425,0.034483,6.52381,3.171053,0.034014,0.023684,5.207645,0.064868,11,12,0.9167,1,1,0,193.3,44
2017,Stefon Diggs,WR,24,72,191,14,14,13,8,0,64,849,8,95,301,862,8,Vikings,MIN,382.0,252.0,5710,527,3753,25,501,1957,15,334,14,0.5556,0.0669,7.121442,3.906188,0.013619,0.673684,13.26563,8.936842,4.703125,0.125,0.084211,1.625,0.0,11.97222,0.111111,7.121442,3.906188,0.047438,0.02994,5.554475,0.0669,12,14,0.8571,7,0,0,198.2,18
2018,Stefon Diggs,WR,25,72,191,15,14,62,10,0,102,1021,9,149,446,1083,9,Vikings,MIN,360.0,341.0,5529,606,4036,30,357,1493,9,310,20,0.54,0.065111,6.660066,4.182073,0.020768,0.684564,10.0098,6.852349,4.372549,0.088235,0.060403,6.2,0.0,9.669643,0.080357,6.660066,4.182073,0.049505,0.02521,5.741433,0.065111,12,19,0.6316,6,0,0,266.3,12
2019,Stefon Diggs,WR,26,72,191,15,15,61,5,0,63,1130,6,94,308,1191,6,Vikings,MIN,407.0,303.0,5656,466,3523,26,476,2133,19,314,20,0.6066,0.071959,7.560086,4.481092,0.021231,0.670213,17.93651,12.02128,4.888889,0.095238,0.06383,12.2,0.0,17.51471,0.088235,7.560086,4.481092,0.055794,0.039916,6.004246,0.071959,2,6,0.3333,2,0,0,212.1,18
2020,Stefon Diggs,WR,27,72,191,16,15,1,1,0,127,1535,8,166,472,1536,8,Bills,BUF,501.0,375.0,6343,596,4620,40,411,1723,16,397,22,0.6104,0.078985,7.751678,4.192214,0.021847,0.76506,12.08661,9.246988,3.716535,0.062992,0.048193,1.0,0.0,12.0,0.0625,7.751678,4.192214,0.067114,0.038929,6.298908,0.078985,16,22,0.7273,8,0,0,328.6,3
2021,Stefon Diggs,WR,28,72,191,17,17,0,0,0,103,1225,10,164,326,1225,10,Bills,BUF,483.0,289.0,6493,655,4284,36,461,2209,20,398,22,0.6628,0.074388,6.540458,4.791757,0.019713,0.628049,11.8932,7.469512,3.165049,0.097087,0.060976,0.0,0.0,11.8932,0.097087,6.540458,4.791757,0.054962,0.043384,5.8181,0.074388,20,33,0.6061,9,0,0,285.5,8
2022,Stefon Diggs,WR,29,72,191,16,16,-3,1,0,108,1429,11,154,419,1426,11,Bills,BUF,455.0,286.0,6361,574,4129,35,430,2232,15,367,27,0.6,0.07153,7.19338,5.190698,0.026892,0.701299,13.23148,9.279221,3.87963,0.101852,0.071429,-3.0,0.0,13.08257,0.100917,7.19338,5.190698,0.060976,0.034884,6.335657,0.07153,13,24,0.5417,7,0,0,316.6,5
2023,Stefon Diggs,WR,30,72,191,17,17,5,1,0,107,1183,8,160,399,1188,8,Bills,BUF,451.0,311.0,6366,579,4154,29,512,2212,22,381,28,0.6389,0.070845,7.174439,4.320313,0.025665,0.66875,11.05607,7.39375,3.728972,0.074766,0.05,5.0,0.0,11.0,0.074074,7.174439,4.320313,0.050086,0.042969,5.835014,0.070845,13,19,0.6842,6,1,0,273.8,12
2016,Stephen Anderson,TE,23,74,230,13,0,0,0,0,11,93,1,16,42,93,1,Texans,HOU,279.0,328.0,5035,583,3176,15,456,1859,8,305,24,0.44,0.055412,5.447684,4.076754,0.023099,0.6875,8.454545,5.8125,3.818182,0.090909,0.0625,0.0,0.0,8.454545,0.090909,5.447684,4.076754,0.025729,0.017544,4.846006,0.055412,3,4,0.75,1,0,0,26.3,60
2017,Stephen Anderson,TE,24,75,230,15,5,0,0,0,25,342,1,54,103,342,1,Texans,HOU,338.0,436.0,5120,525,3278,28,448,1842,8,313,28,0.5238,0.066016,6.24381,4.111607,0.028777,0.462963,13.68,6.333333,4.12,0.04,0.018519,0.0,0.0,13.68,0.04,6.24381,4.111607,0.053333,0.017857,5.262076,0.066016,1,8,0.125,1,0,0,65.2,33
2021,Stephen Anderson,TE,28,75,230,17,4,0,0,0,16,165,1,19,115,165,1,Chargers,LAC,474.0,459.0,6634,674,4800,38,423,1834,18,401,22,0.64,0.07145,7.121662,4.335697,0.020055,0.842105,10.3125,8.684211,7.1875,0.0625,0.052632,0.0,0.0,10.3125,0.0625,7.121662,4.335697,0.05638,0.042553,6.047402,0.07145,1,1,1.0,1,0,0,38.5,55
2019,Stephen Carlson,TE,23,76,240,9,5,0,0,0,5,51,1,7,23,51,1,Browns,CLE,335.0,393.0,5455,539,3554,22,393,1901,15,305,28,0.58,0.061412,6.593692,4.83715,0.030043,0.714286,10.2,7.285714,4.6,0.2,0.142857,0.0,0.0,10.2,0.2,6.593692,4.83715,0.040816,0.038168,5.853004,0.061412,1,1,1.0,1,0,0,16.1,74
2020,Stephen Carlson,TE,24,76,240,16,2,0,0,0,1,11,0,2,9,11,0,Browns,CLE,408.0,419.0,5913,501,3539,27,495,2374,21,355,16,0.7333,0.069001,7.063872,4.79596,0.016064,0.5,11.0,5.5,9.0,0.0,0.0,0.0,0.0,11.0,0.0,7.063872,4.79596,0.053892,0.042424,5.936747,0.069001,1,1,1.0,0,0,0,4.1,97
2016,Sterling Shepard,WR,23,70,194,16,16,31,3,0,65,683,8,105,266,714,8,Giants,NYG,310.0,284.0,5291,598,3879,26,398,1412,6,289,27,0.5111,0.05859,6.486622,3.547739,0.027108,0.619048,10.50769,6.504762,4.092308,0.123077,0.07619,10.33333,0.0,10.5,0.117647,6.486622,3.547739,0.043478,0.015075,5.312249,0.05859,11,14,0.7857,6,0,0,184.4,37
2017,Sterling Shepard,WR,24,70,194,11,10,4,4,0,59,731,2,84,315,735,2,Giants,NYG,246.0,388.0,5028,608,3479,20,394,1549,6,271,22,0.4872,0.048926,5.722039,3.931472,0.021956,0.702381,12.38983,8.702381,5.338983,0.033898,0.02381,1.0,0.0,11.66667,0.031746,5.722039,3.931472,0.032895,0.015228,5.017964,0.048926,5,11,0.4545,1,0,0,144.5,47
2018,Sterling Shepard,WR,25,70,194,16,16,33,3,0,66,872,4,107,323,905,4,Giants,NYG,369.0,412.0,5697,583,4047,23,354,1650,13,297,19,0.5,0.064771,6.941681,4.661017,0.020277,0.616822,13.21212,8.149533,4.893939,0.060606,0.037383,11.0,0.0,13.11594,0.057971,6.941681,4.661017,0.039451,0.036723,6.080043,0.064771,9,20,0.45,4,0,0,182.5,29
2019,Sterling Shepard,WR,26,70,201,10,10,72,6,0,57,576,3,83,180,648,3,Giants,NYG,341.0,451.0,5416,607,3731,30,362,1685,11,311,33,0.5714,0.062962,6.146623,4.654696,0.034056,0.686747,10.10526,6.939759,3.157895,0.052632,0.036145,12.0,0.0,10.28571,0.047619,6.146623,4.654696,0.049423,0.030387,5.589267,0.062962,6,11,0.5455,2,1,0,141.8,54
2020,Sterling Shepard,WR,27,70,201,12,12,49,6,1,66,656,3,90,210,705,4,Giants,NYG,280.0,357.0,4794,517,3026,12,399,1768,13,297,22,0.4634,0.058406,5.852998,4.431078,0.024017,0.733333,9.939394,7.288889,3.181818,0.045455,0.033333,8.166667,0.166667,9.791667,0.055556,5.852998,4.431078,0.023211,0.032581,5.233624,0.058406,10,14,0.7143,3,0,0,162.5,52
